JobID,JobName,CPUTime,CPUTimeRAW,Elapsed,TotalCPU,MaxRSS,State,ExitCode
47403499,batch,00:28:56,1736,00:28:56,06:45.137,0.75G,COMPLETED,0:0
47403500,batch,00:31:56,1916,00:31:56,06:45.947,0.75G,COMPLETED,0:0
47403501,batch,00:34:59,2099,00:34:59,06:43.530,0.76G,COMPLETED,0:0
47403502,batch,00:35:06,2106,00:35:06,06:42.262,0.76G,COMPLETED,0:0
47403503,batch,00:36:28,2188,00:36:28,06:43.373,0.76G,COMPLETED,0:0
47403504,batch,00:36:24,2184,00:36:24,06:44.607,0.78G,COMPLETED,0:0
47403505,batch,00:35:58,2158,00:35:58,06:43.157,0.76G,COMPLETED,0:0
47403506,batch,00:37:51,2271,00:37:51,06:45.035,0.76G,COMPLETED,0:0
47403507,batch,00:37:38,2258,00:37:38,06:45.332,0.76G,COMPLETED,0:0
47403508,batch,00:37:13,2233,00:37:13,06:46.611,0.76G,COMPLETED,0:0
47403509,batch,00:37:55,2275,00:37:55,06:43.830,0.78G,COMPLETED,0:0
47403510,batch,00:38:48,2328,00:38:48,06:43.784,0.75G,COMPLETED,0:0
47403511,batch,00:37:49,2269,00:37:49,06:44.375,0.76G,COMPLETED,0:0
47403512,batch,00:37:26,2246,00:37:26,06:39.287,0.76G,COMPLETED,0:0
47403513,batch,00:37:00,2220,00:37:00,06:39.444,0.75G,COMPLETED,0:0
47403514,batch,00:35:21,2121,00:35:21,06:47.373,0.75G,COMPLETED,0:0
47403515,batch,00:40:28,2428,00:40:28,06:49.717,0.76G,COMPLETED,0:0
47403516,batch,00:40:35,2435,00:40:35,06:48.552,0.76G,COMPLETED,0:0
47403517,batch,00:40:47,2447,00:40:47,06:48.013,0.75G,COMPLETED,0:0
47403518,batch,00:32:15,1935,00:32:15,06:43.255,0.76G,COMPLETED,0:0
47403519,batch,00:40:44,2444,00:40:44,06:43.897,0.78G,COMPLETED,0:0
47403520,batch,00:41:04,2464,00:41:04,06:44.439,0.78G,COMPLETED,0:0
47403521,batch,00:40:44,2444,00:40:44,06:44.455,0.77G,COMPLETED,0:0
47403522,batch,00:40:56,2456,00:40:56,06:46.393,0.78G,COMPLETED,0:0
47403523,batch,00:42:02,2522,00:42:02,06:40.730,0.75G,COMPLETED,0:0
47403524,batch,00:37:47,2267,00:37:47,06:42.064,0.75G,COMPLETED,0:0
47403525,batch,00:39:29,2369,00:39:29,06:45.599,0.77G,COMPLETED,0:0
47403526,batch,00:40:46,2446,00:40:46,06:46.789,0.74G,COMPLETED,0:0
47403527,batch,00:39:26,2366,00:39:26,06:48.185,0.76G,COMPLETED,0:0
47403528,batch,00:28:53,1733,00:28:53,06:44.938,0.75G,COMPLETED,0:0
47403529,batch,00:41:50,2510,00:41:50,06:44.430,0.78G,COMPLETED,0:0
47403530,batch,00:41:47,2507,00:41:47,06:44.316,0.74G,COMPLETED,0:0
47403531,batch,00:20:40,1240,00:20:40,06:28.257,0.76G,COMPLETED,0:0
47403532,batch,00:24:32,1472,00:24:32,06:30.555,0.77G,COMPLETED,0:0
47403533,batch,00:25:51,1551,00:25:51,06:36.746,0.75G,COMPLETED,0:0
47403534,batch,00:27:25,1645,00:27:25,06:39.742,0.75G,COMPLETED,0:0
47403535,batch,00:27:28,1648,00:27:28,06:36.171,0.75G,COMPLETED,0:0
47403536,batch,00:27:46,1666,00:27:46,06:36.560,0.75G,COMPLETED,0:0
47403537,batch,00:27:49,1669,00:27:49,06:38.669,0.78G,COMPLETED,0:0
47403538,batch,00:27:12,1632,00:27:12,06:37.167,0.78G,COMPLETED,0:0
47403539,batch,00:29:08,1748,00:29:08,06:35.862,0.76G,COMPLETED,0:0
47403540,batch,00:28:32,1712,00:28:32,06:38.945,0.75G,COMPLETED,0:0
47403541,batch,00:28:54,1734,00:28:54,06:34.980,0.77G,COMPLETED,0:0
47403542,batch,00:28:54,1734,00:28:54,06:33.824,0.77G,COMPLETED,0:0
47403543,batch,00:28:24,1704,00:28:24,06:37.310,0.75G,COMPLETED,0:0
47403544,batch,00:28:30,1710,00:28:30,06:36.680,0.76G,COMPLETED,0:0
47403545,batch,00:28:46,1726,00:28:46,06:36.972,0.78G,COMPLETED,0:0
47403546,batch,00:29:13,1753,00:29:13,06:35.279,0.77G,COMPLETED,0:0
47403547,batch,00:31:03,1863,00:31:03,06:41.528,0.75G,COMPLETED,0:0
47403548,batch,00:30:50,1850,00:30:50,06:41.474,0.74G,COMPLETED,0:0
47403549,batch,00:30:45,1845,00:30:45,06:39.428,0.77G,COMPLETED,0:0
47403550,batch,00:22:41,1361,00:22:41,06:34.972,0.77G,COMPLETED,0:0
47403551,batch,00:30:42,1842,00:30:42,06:37.059,0.76G,COMPLETED,0:0
47403552,batch,00:30:54,1854,00:30:54,06:36.955,0.76G,COMPLETED,0:0
47403553,batch,00:31:02,1862,00:31:02,06:37.757,0.78G,COMPLETED,0:0
47403554,batch,00:28:47,1727,00:28:47,05:09.781,0.74G,COMPLETED,0:0
47403555,batch,00:31:17,1877,00:31:17,06:31.779,0.78G,COMPLETED,0:0
47403556,batch,00:25:37,1537,00:25:37,06:28.453,0.72G,COMPLETED,0:0
47403557,batch,00:28:53,1733,00:28:53,06:35.028,0.76G,COMPLETED,0:0
47403558,batch,00:30:08,1808,00:30:08,06:35.568,0.75G,COMPLETED,0:0
47403559,batch,00:30:46,1846,00:30:46,06:35.667,0.78G,COMPLETED,0:0
